date,area,average_price,code,houses_sold,no_of_crimes
2011-09-01,barnet,339125,E09000003,399.0,1978.0
2011-10-01,barnet,340673,E09000003,357.0,2183.0
2011-11-01,barnet,346353,E09000003,369.0,2287.0
2011-12-01,barnet,346653,E09000003,395.0,2033.0
2012-01-01,barnet,351280,E09000003,300.0,1996.0
2012-02-01,barnet,352048,E09000003,311.0,2039.0
2012-03-01,barnet,348611,E09000003,364.0,2400.0
2012-04-01,barnet,351150,E09000003,279.0,2097.0
2012-05-01,barnet,353469,E09000003,341.0,2135.0
2012-06-01,barnet,361667,E09000003,380.0,2170.0
2012-07-01,barnet,362335,E09000003,321.0,2184.0
2012-08-01,barnet,362586,E09000003,392.0,1995.0
2012-09-01,barnet,367109,E09000003,379.0,1926.0
2012-10-01,barnet,366527,E09000003,337.0,2211.0
2012-11-01,barnet,365376,E09000003,339.0,2460.0
2012-12-01,barnet,361371,E09000003,312.0,2049.0
2013-01-01,barnet,362880,E09000003,337.0,2089.0
2013-02-01,barnet,363064,E09000003,321.0,1921.0
2013-03-01,barnet,363754,E09000003,417.0,2133.0
2013-04-01,barnet,361907,E09000003,338.0,1817.0
2013-05-01,barnet,364637,E09000003,402.0,1881.0
2013-06-01,barnet,367754,E09000003,325.0,1882.0
2013-07-01,barnet,377520,E09000003,457.0,1966.0
2013-08-01,barnet,382032,E09000003,505.0,1703.0
2013-09-01,barnet,385304,E09000003,418.0,1800.0
2013-10-01,barnet,385629,E09000003,445.0,2011.0
2013-11-01,barnet,390598,E09000003,438.0,2040.0
2013-12-01,barnet,392168,E09000003,368.0,1971.0
2014-01-01,barnet,398384,E09000003,410.0,1857.0
2014-02-01,barnet,403842,E09000003,397.0,1796.0
2014-03-01,barnet,411453,E09000003,388.0,2006.0
2014-04-01,barnet,414855,E09000003,416.0,1917.0
2014-05-01,barnet,421203,E09000003,383.0,1954.0
2014-06-01,barnet,428806,E09000003,427.0,1766.0
2014-07-01,barnet,438505,E09000003,516.0,1975.0
2014-08-01,barnet,446443,E09000003,465.0,1897.0
2014-09-01,barnet,450728,E09000003,432.0,1870.0
2014-10-01,barnet,451041,E09000003,451.0,2058.0
2014-11-01,barnet,448523,E09000003,376.0,1989.0
2014-12-01,barnet,450577,E09000003,397.0,1950.0
2015-01-01,barnet,461383,E09000003,353.0,1994.0
2015-02-01,barnet,471363,E09000003,378.0,1848.0
2015-03-01,barnet,473233,E09000003,421.0,1976.0
2015-04-01,barnet,472033,E09000003,325.0,1925.0
2015-05-01,barnet,466125,E09000003,375.0,1963.0
2015-06-01,barnet,473322,E09000003,449.0,2113.0
2015-07-01,barnet,470262,E09000003,470.0,2193.0
2015-08-01,barnet,478796,E09000003,416.0,2013.0
2015-09-01,barnet,484487,E09000003,440.0,1981.0
2015-10-01,barnet,492110,E09000003,547.0,2267.0
2015-11-01,barnet,499850,E09000003,506.0,2208.0
2015-12-01,barnet,501293,E09000003,445.0,2142.0
2016-01-01,barnet,512166,E09000003,357.0,2051.0
2016-02-01,barnet,509863,E09000003,395.0,1974.0
2016-03-01,barnet,513342,E09000003,891.0,2155.0
2016-04-01,barnet,517408,E09000003,237.0,2168.0
2016-05-01,barnet,533676,E09000003,396.0,2266.0
2016-06-01,barnet,539830,E09000003,486.0,2198.0
2016-07-01,barnet,535272,E09000003,395.0,2148.0
2016-08-01,barnet,532358,E09000003,386.0,2130.0
2016-09-01,barnet,534921,E09000003,436.0,2220.0
2016-10-01,barnet,533793,E09000003,361.0,2174.0
2016-11-01,barnet,526422,E09000003,376.0,2136.0
2016-12-01,barnet,522223,E09000003,383.0,2077.0
2017-01-01,barnet,532924,E09000003,251.0,2079.0
2017-02-01,barnet,540501,E09000003,319.0,2045.0
2017-03-01,barnet,549401,E09000003,405.0,2438.0
2017-04-01,barnet,543699,E09000003,293.0,2207.0
2017-05-01,barnet,544994,E09000003,353.0,2296.0
2017-06-01,barnet,531344,E09000003,410.0,2221.0
2017-07-01,barnet,527928,E09000003,325.0,2385.0
2017-08-01,barnet,526223,E09000003,368.0,2210.0
2017-09-01,barnet,537986,E09000003,328.0,2155.0
2017-10-01,barnet,544090,E09000003,347.0,2414.0
2017-11-01,barnet,541563,E09000003,319.0,2464.0
2017-12-01,barnet,538718,E09000003,310.0,2085.0
2018-01-01,barnet,531832,E09000003,247.0,2258.0
2018-02-01,barnet,531736,E09000003,273.0,2118.0
2018-03-01,barnet,538120,E09000003,314.0,2396.0
2018-04-01,barnet,541502,E09000003,295.0,2352.0
2018-05-01,barnet,533088,E09000003,245.0,2396.0
2018-06-01,barnet,524702,E09000003,446.0,2346.0
2018-07-01,barnet,523397,E09000003,335.0,2366.0
2018-08-01,barnet,533715,E09000003,411.0,2244.0
2018-09-01,barnet,534951,E09000003,349.0,2264.0
2018-10-01,barnet,537284,E09000003,335.0,2550.0
2018-11-01,barnet,535060,E09000003,318.0,2562.0
2018-12-01,barnet,533810,E09000003,343.0,2421.0
2019-01-01,barnet,528639,E09000003,291.0,2413.0
2019-02-01,barnet,524112,E09000003,240.0,2545.0
2019-03-01,barnet,517093,E09000003,285.0,2841.0
2019-04-01,barnet,512588,E09000003,294.0,2549.0
2019-05-01,barnet,503721,E09000003,277.0,2560.0
2019-06-01,barnet,511926,E09000003,267.0,2726.0
2019-07-01,barnet,514134,E09000003,289.0,2828.0
2019-08-01,barnet,527996,E09000003,326.0,2412.0
2019-09-01,barnet,527115,E09000003,239.0,2604.0
2019-10-01,barnet,525739,E09000003,262.0,2625.0
2019-11-01,barnet,523582,E09000003,253.0,2827.0
2001-01-01,bexley,111194,E09000004,369.0,1711.0
2001-02-01,bexley,111439,E09000004,331.0,1568.0
2001-03-01,bexley,112505,E09000004,379.0,1724.0
2001-04-01,bexley,111829,E09000004,328.0,1752.0
2001-05-01,bexley,112377,E09000004,422.0,1646.0
2001-06-01,bexley,113776,E09000004,442.0,1638.0
2001-07-01,bexley,116938,E09000004,506.0,1743.0
2001-08-01,bexley,119312,E09000004,538.0,1640.0
2001-09-01,bexley,121239,E09000004,435.0,1636.0
2001-10-01,bexley,121901,E09000004,514.0,1914.0
2001-11-01,bexley,123381,E09000004,540.0,1790.0
2001-12-01,bexley,122434,E09000004,466.0,1462.0
2002-01-01,bexley,124283,E09000004,319.0,1664.0
2002-02-01,bexley,124611,E09000004,367.0,1371.0
2002-03-01,bexley,126576,E09000004,470.0,1625.0
2002-04-01,bexley,127714,E09000004,458.0,1535.0
2002-05-01,bexley,131293,E09000004,633.0,1694.0
2002-06-01,bexley,134081,E09000004,481.0,1486.0
2002-07-01,bexley,137176,E09000004,584.0,1551.0
2002-08-01,bexley,139794,E09000004,515.0,1526.0
2002-09-01,bexley,143736,E09000004,528.0,1427.0
2002-10-01,bexley,147674,E09000004,461.0,1520.0
2002-11-01,bexley,150898,E09000004,469.0,1668.0
2002-12-01,bexley,153740,E09000004,453.0,1434.0
2003-01-01,bexley,156081,E09000004,342.0,1599.0
2003-02-01,bexley,156971,E09000004,369.0,1434.0
2003-03-01,bexley,159465,E09000004,397.0,1532.0
2003-04-01,bexley,161244,E09000004,375.0,1597.0
2003-05-01,bexley,163925,E09000004,444.0,1758.0
2003-06-01,bexley,166075,E09000004,378.0,1555.0
2003-07-01,bexley,168190,E09000004,422.0,1573.0
2003-08-01,bexley,168928,E09000004,468.0,1462.0
2003-09-01,bexley,167863,E09000004,475.0,1581.0
2003-10-01,bexley,168104,E09000004,542.0,1759.0
2003-11-01,bexley,167061,E09000004,500.0,1663.0
2003-12-01,bexley,169878,E09000004,482.0,1482.0
2004-01-01,bexley,169115,E09000004,454.0,1617.0
2004-02-01,bexley,173114,E09000004,413.0,1510.0
2004-03-01,bexley,173004,E09000004,411.0,1654.0
2004-04-01,bexley,176036,E09000004,456.0,1523.0
2004-05-01,bexley,176749,E09000004,455.0,1450.0
2004-06-01,bexley,179977,E09000004,459.0,1493.0
2004-07-01,bexley,181015,E09000004,575.0,1540.0
2004-08-01,bexley,183350,E09000004,459.0,1402.0
2004-09-01,bexley,183688,E09000004,397.0,1542.0
2004-10-01,bexley,183939,E09000004,336.0,1538.0
2004-11-01,bexley,185354,E09000004,314.0,1524.0
2004-12-01,bexley,184354,E09000004,337.0,1385.0
2005-01-01,bexley,186454,E09000004,229.0,1511.0
2005-02-01,bexley,183915,E09000004,226.0,1367.0
2005-03-01,bexley,184119,E09000004,247.0,1448.0
2005-04-01,bexley,183311,E09000004,286.0,1609.0
2005-05-01,bexley,184686,E09000004,332.0,1576.0
2005-06-01,bexley,187768,E09000004,358.0,1539.0
2005-07-01,bexley,186667,E09000004,464.0,1637.0
2005-08-01,bexley,188106,E09000004,394.0,1481.0
2005-09-01,bexley,187908,E09000004,397.0,1511.0
2005-10-01,bexley,189435,E09000004,378.0,1613.0
2005-11-01,bexley,188695,E09000004,409.0,1557.0
2005-12-01,bexley,187080,E09000004,335.0,1510.0
2006-01-01,bexley,188013,E09000004,285.0,1659.0
2006-02-01,bexley,187236,E09000004,303.0,1447.0
2006-03-01,bexley,187450,E09000004,439.0,1598.0
2006-04-01,bexley,189194,E09000004,326.0,1553.0
2006-05-01,bexley,189827,E09000004,379.0,1619.0
2006-06-01,bexley,191156,E09000004,473.0,1326.0
2006-07-01,bexley,189338,E09000004,457.0,1327.0
2006-08-01,bexley,193378,E09000004,469.0,1222.0
2006-09-01,bexley,194017,E09000004,449.0,1302.0
2006-10-01,bexley,196532,E09000004,481.0,1481.0
2006-11-01,bexley,196838,E09000004,446.0,1374.0
2006-12-01,bexley,198996,E09000004,491.0,1234.0
2007-01-01,bexley,199813,E09000004,391.0,1354.0
2007-02-01,bexley,199940,E09000004,388.0,1230.0
2007-03-01,bexley,201599,E09000004,413.0,1343.0
2007-04-01,bexley,203224,E09000004,361.0,1323.0
2007-05-01,bexley,205848,E09000004,394.0,1299.0
2007-06-01,bexley,208174,E09000004,466.0,1391.0
2007-07-01,bexley,211318,E09000004,496.0,1466.0
2007-08-01,bexley,211462,E09000004,549.0,1428.0
2007-09-01,bexley,210593,E09000004,389.0,1318.0
2007-10-01,bexley,211457,E09000004,454.0,1421.0
2007-11-01,bexley,215171,E09000004,400.0,1415.0
2007-12-01,bexley,218432,E09000004,303.0,1203.0
2008-01-01,bexley,220086,E09000004,252.0,1359.0
2008-02-01,bexley,219349,E09000004,285.0,1302.0
2008-03-01,bexley,218909,E09000004,233.0,1422.0
2008-04-01,bexley,215954,E09000004,229.0,1333.0
2008-05-01,bexley,215616,E09000004,232.0,1337.0
2008-06-01,bexley,212632,E09000004,217.0,1252.0
2008-07-01,bexley,210800,E09000004,211.0,1333.0
2008-08-01,bexley,208152,E09000004,195.0,1342.0
2008-09-01,bexley,207084,E09000004,187.0,1253.0
2008-10-01,bexley,203008,E09000004,158.0,1361.0
2008-11-01,bexley,197920,E09000004,136.0,1448.0
2008-12-01,bexley,192879,E09000004,152.0,1297.0
2009-01-01,bexley,193105,E09000004,82.0,1269.0
2009-02-01,bexley,188785,E09000004,101.0,1206.0
2009-03-01,bexley,187076,E09000004,125.0,1392.0
2009-04-01,bexley,181653,E09000004,134.0,1290.0
2009-05-01,bexley,182455,E09000004,174.0,1390.0
2009-06-01,bexley,183344,E09000004,173.0,1307.0
2009-07-01,bexley,186841,E09000004,230.0,1366.0
2009-08-01,bexley,189657,E09000004,225.0,1226.0
2009-09-01,bexley,191210,E09000004,213.0,1259.0
2009-10-01,bexley,193417,E09000004,233.0,1293.0
2009-11-01,bexley,194444,E09000004,194.0,1262.0
2009-12-01,bexley,196623,E09000004,289.0,1128.0
2010-01-01,bexley,197737,E09000004,126.0,1139.0
2010-02-01,bexley,201284,E09000004,179.0,1128.0
2010-03-01,bexley,202291,E09000004,192.0,1299.0
2010-04-01,bexley,202739,E09000004,201.0,1214.0
2010-05-01,bexley,199919,E09000004,234.0,1267.0
2010-06-01,bexley,199807,E09000004,208.0,1249.0
2010-07-01,bexley,200251,E09000004,249.0,1191.0
2010-08-01,bexley,201935,E09000004,249.0,1188.0
2010-09-01,bexley,202870,E09000004,230.0,1106.0
2010-10-01,bexley,200657,E09000004,231.0,1159.0
2010-11-01,bexley,200647,E09000004,209.0,1250.0
2010-12-01,bexley,200352,E09000004,162.0,947.0
2011-01-01,bexley,200374,E09000004,166.0,1078.0
2011-02-01,bexley,200399,E09000004,148.0,972.0
2011-03-01,bexley,198333,E09000004,181.0,1135.0
2011-04-01,bexley,201059,E09000004,197.0,981.0
2011-05-01,bexley,201338,E09000004,195.0,1242.0
2011-06-01,bexley,201073,E09000004,248.0,1024.0
2011-07-01,bexley,199899,E09000004,224.0,1093.0
2011-08-01,bexley,199485,E09000004,220.0,1045.0
2011-09-01,bexley,202298,E09000004,248.0,937.0
2011-10-01,bexley,202907,E09000004,233.0,919.0
2011-11-01,bexley,201377,E09000004,237.0,1039.0
2011-12-01,bexley,199523,E09000004,248.0,860.0
2012-01-01,bexley,197427,E09000004,186.0,974.0
2012-02-01,bexley,199186,E09000004,181.0,925.0
2012-03-01,bexley,198638,E09000004,281.0,1150.0
2012-04-01,bexley,199593,E09000004,187.0,984.0
2012-05-01,bexley,200116,E09000004,212.0,1162.0
2012-06-01,bexley,202550,E09000004,252.0,1044.0
2012-07-01,bexley,203974,E09000004,281.0,1067.0
2012-08-01,bexley,205197,E09000004,288.0,949.0
2012-09-01,bexley,205409,E09000004,210.0,992.0
2012-10-01,bexley,205919,E09000004,266.0,1097.0
2012-11-01,bexley,205592,E09000004,283.0,1021.0
2012-12-01,bexley,206956,E09000004,247.0,1000.0
2013-01-01,bexley,209192,E09000004,183.0,1076.0
2013-02-01,bexley,210776,E09000004,195.0,984.0
2013-03-01,bexley,210530,E09000004,225.0,960.0
2013-04-01,bexley,210864,E09000004,237.0,940.0
2013-05-01,bexley,210206,E09000004,282.0,981.0
2013-06-01,bexley,210388,E09000004,252.0,922.0
2013-07-01,bexley,209984,E09000004,299.0,1008.0
2013-08-01,bexley,213354,E09000004,379.0,925.0
2013-09-01,bexley,216048,E09000004,319.0,930.0
2013-10-01,bexley,218834,E09000004,331.0,982.0
2013-11-01,bexley,219391,E09000004,357.0,1087.0
2013-12-01,bexley,222076,E09000004,319.0,1119.0
2014-01-01,bexley,224321,E09000004,316.0,966.0
2014-02-01,bexley,226519,E09000004,306.0,872.0
2014-03-01,bexley,227503,E09000004,296.0,1107.0
2014-04-01,bexley,232024,E09000004,277.0,1054.0
2014-05-01,bexley,236204,E09000004,279.0,943.0
2014-06-01,bexley,242495,E09000004,334.0,1048.0
2014-07-01,bexley,249853,E09000004,382.0,1147.0
2014-08-01,bexley,255183,E09000004,377.0,970.0
2014-09-01,bexley,258619,E09000004,342.0,958.0
2014-10-01,bexley,258267,E09000004,353.0,1054.0
2014-11-01,bexley,260539,E09000004,324.0,1040.0
2014-12-01,bexley,261988,E09000004,358.0,1045.0
2015-01-01,bexley,261751,E09000004,278.0,1077.0
2015-02-01,bexley,261296,E09000004,244.0,878.0
2015-03-01,bexley,261084,E09000004,261.0,1066.0
2015-04-01,bexley,261865,E09000004,281.0,918.0
2015-05-01,bexley,264488,E09000004,343.0,1088.0
2015-06-01,bexley,267393,E09000004,390.0,1053.0
2015-07-01,bexley,275330,E09000004,425.0,1032.0
2015-08-01,bexley,280371,E09000004,355.0,874.0
2015-09-01,bexley,286281,E09000004,342.0,991.0
2015-10-01,bexley,286190,E09000004,374.0,1203.0
2015-11-01,bexley,288718,E09000004,331.0,1107.0
2015-12-01,bexley,295744,E09000004,318.0,1059.0
2016-01-01,bexley,307550,E09000004,232.0,1147.0
2016-02-01,bexley,315289,E09000004,307.0,1064.0
2016-03-01,bexley,314140,E09000004,445.0,1105.0
2016-04-01,bexley,311889,E09000004,214.0,966.0
2016-05-01,bexley,314431,E09000004,233.0,1060.0
2016-06-01,bexley,320636,E09000004,266.0,1085.0
2016-07-01,bexley,325381,E09000004,303.0,1146.0
2016-08-01,bexley,326878,E09000004,297.0,1044.0
2016-09-01,bexley,329408,E09000004,305.0,1148.0
2016-10-01,bexley,330194,E09000004,287.0,1210.0
2016-11-01,bexley,331943,E09000004,278.0,1205.0
2016-12-01,bexley,331025,E09000004,261.0,1240.0
2017-01-01,bexley,330066,E09000004,228.0,1099.0
2017-02-01,bexley,328824,E09000004,254.0,1147.0
2017-03-01,bexley,328858,E09000004,256.0,1272.0
2017-04-01,bexley,329046,E09000004,238.0,1093.0
2017-05-01,bexley,333651,E09000004,234.0,1192.0
2017-06-01,bexley,336980,E09000004,303.0,1290.0
2017-07-01,bexley,344041,E09000004,289.0,1256.0
2017-08-01,bexley,344517,E09000004,351.0,1217.0
2017-09-01,bexley,339808,E09000004,264.0,1301.0
2017-10-01,bexley,335705,E09000004,294.0,1424.0
2017-11-01,bexley,336239,E09000004,298.0,1345.0
2017-12-01,bexley,340598,E09000004,270.0,1186.0
2018-01-01,bexley,342096,E09000004,234.0,1262.0
2018-02-01,bexley,341254,E09000004,228.0,1097.0
2018-03-01,bexley,339632,E09000004,241.0,1212.0
2018-04-01,bexley,338476,E09000004,232.0,1193.0
2018-05-01,bexley,336410,E09000004,235.0,1313.0
2018-06-01,bexley,341480,E09000004,250.0,1334.0
2018-07-01,bexley,345693,E09000004,264.0,1238.0
2018-08-01,bexley,347531,E09000004,294.0,1243.0
2018-09-01,bexley,346151,E09000004,245.0,1262.0
2018-10-01,bexley,344681,E09000004,282.0,1341.0
2018-11-01,bexley,344172,E09000004,316.0,1410.0
2018-12-01,bexley,343667,E09000004,235.0,1467.0
2019-01-01,bexley,338708,E09000004,215.0,1542.0
2019-02-01,bexley,339218,E09000004,219.0,1349.0
2019-03-01,bexley,336721,E09000004,224.0,1435.0
2019-04-01,bexley,339948,E09000004,224.0,1491.0
2019-05-01,bexley,337445,E09000004,232.0,1606.0
2019-06-01,bexley,339964,E09000004,231.0,1469.0
2019-07-01,bexley,338721,E09000004,270.0,1538.0
2019-08-01,bexley,338702,E09000004,295.0,1525.0
2019-09-01,bexley,334826,E09000004,260.0,1490.0
2019-10-01,bexley,334510,E09000004,255.0,1669.0
2019-11-01,bexley,334711,E09000004,250.0,1528.0
2001-01-01,brent,148306,E09000005,306.0,2380.0
2001-02-01,brent,150110,E09000005,297.0,2304.0
2001-03-01,brent,150628,E09000005,363.0,2488.0
2001-04-01,brent,151874,E09000005,399.0,2499.0
2001-05-01,brent,154762,E09000005,345.0,2567.0
2001-06-01,brent,155900,E09000005,425.0,2682.0
2001-07-01,brent,157755,E09000005,457.0,2607.0
2001-08-01,brent,160832,E09000005,491.0,2492.0
2001-09-01,brent,163139,E09000005,408.0,2330.0
2001-10-01,brent,164317,E09000005,463.0,2602.0
2001-11-01,brent,163992,E09000005,430.0,2568.0
2001-12-01,brent,165833,E09000005,341.0,2310.0
2002-01-01,brent,168671,E09000005,315.0,2612.0
2002-02-01,brent,171147,E09000005,313.0,2270.0
2002-03-01,brent,171357,E09000005,408.0,2357.0
2002-04-01,brent,172097,E09000005,384.0,2330.0
2002-05-01,brent,175552,E09000005,451.0,2752.0
2002-06-01,brent,182500,E09000005,396.0,2477.0
2002-07-01,brent,187986,E09000005,490.0,2857.0
2002-08-01,brent,192243,E09000005,459.0,2617.0
2002-09-01,brent,197198,E09000005,432.0,2424.0
2002-10-01,brent,200451,E09000005,383.0,2656.0
2002-11-01,brent,203800,E09000005,426.0,2572.0
2002-12-01,brent,207775,E09000005,346.0,2217.0
2003-01-01,brent,207790,E09000005,359.0,2532.0
2003-02-01,brent,210608,E09000005,300.0,2098.0
2003-03-01,brent,208885,E09000005,304.0,2541.0
2003-04-01,brent,211477,E09000005,271.0,2327.0
2003-05-01,brent,213799,E09000005,309.0,2664.0
2003-06-01,brent,217834,E09000005,346.0,2661.0
2003-07-01,brent,219436,E09000005,363.0,2855.0
2003-08-01,brent,219191,E09000005,395.0,2765.0
2003-09-01,brent,219051,E09000005,394.0,2732.0
2003-10-01,brent,223658,E09000005,409.0,2937.0
2003-11-01,brent,222469,E09000005,377.0,2680.0
2003-12-01,brent,223823,E09000005,399.0,2453.0
2004-01-01,brent,223971,E09000005,360.0,2646.0
2004-02-01,brent,227110,E09000005,313.0,2701.0
2004-03-01,brent,227753,E09000005,368.0,2866.0
2004-04-01,brent,230879,E09000005,344.0,2693.0
2004-05-01,brent,235298,E09000005,316.0,2916.0
2004-06-01,brent,239200,E09000005,411.0,2894.0
2004-07-01,brent,242024,E09000005,434.0,2789.0
2004-08-01,brent,244169,E09000005,377.0,2637.0
2004-09-01,brent,241685,E09000005,278.0,2663.0
2004-10-01,brent,239922,E09000005,314.0,2711.0
2004-11-01,brent,239703,E09000005,265.0,2658.0
2004-12-01,brent,240567,E09000005,296.0,2381.0
2005-01-01,brent,239247,E09000005,243.0,2459.0
2005-02-01,brent,236620,E09000005,217.0,2301.0
2005-03-01,brent,237428,E09000005,235.0,2732.0
2005-04-01,brent,236872,E09000005,226.0,2498.0
2005-05-01,brent,237562,E09000005,268.0,2867.0
2005-06-01,brent,239887,E09000005,277.0,2791.0
2005-07-01,brent,244437,E09000005,317.0,2741.0
2005-08-01,brent,246147,E09000005,282.0,2592.0
2005-09-01,brent,244752,E09000005,294.0,2750.0
2005-10-01,brent,243405,E09000005,310.0,2677.0
2005-11-01,brent,246766,E09000005,302.0,2727.0
2005-12-01,brent,247157,E09000005,303.0,2577.0
2006-01-01,brent,247766,E09000005,251.0,2701.0
2006-02-01,brent,246055,E09000005,211.0,2494.0
2006-03-01,brent,246766,E09000005,320.0,2698.0
2006-04-01,brent,246980,E09000005,276.0,2340.0
2006-05-01,brent,249086,E09000005,326.0,2756.0
2006-06-01,brent,252877,E09000005,335.0,2638.0
2006-07-01,brent,254617,E09000005,364.0,2749.0
2006-08-01,brent,254297,E09000005,409.0,2664.0
2006-09-01,brent,254399,E09000005,398.0,2412.0
2006-10-01,brent,260294,E09000005,362.0,2473.0
2006-11-01,brent,261574,E09000005,350.0,2535.0
2006-12-01,brent,264329,E09000005,335.0,2332.0
